area_terreno,area_construida,area_ocupada,ano_construcao,quantidade_pavimentos,valor_venal,valor_m2_construcao,bairro,valor_iptu_ano,area_privativa,vagas,quartos,banheiros,valor_condominio,valor_aluguel,preco,academia,cafe,farmacia,padaria,restaurantes,shopping,supermercado,area_comercial,area_industrial_logistico,area_outros,area_residencial,area_servico,caminhabilidade,metro_distancia,metro_linha,metro_estacao
740,200,400,1970,14,915447,2497,BAIRRO002,5248.58,156,1,3,3,1842,5961,1755693,14.0,9.0,1.0,5.0,8.0,1.0,2.0,10.52,0.0,4.69,72.73,12.06,Áreas planas ou com declividades muito suaves,1045.0,LINHA003,ESTACAO003
740,395,400,1970,14,1352590,3092,BAIRRO002,9486.96,214,2,3,4,2527,8177,2464203,14.0,9.0,1.0,5.0,8.0,1.0,2.0,10.52,0.0,4.69,72.73,12.06,Áreas planas ou com declividades muito suaves,1045.0,LINHA003,ESTACAO003
378,181,250,1970,8,998925,2139,BAIRRO002,5581.28,84,0,2,3,1108,4120,782365,14.0,9.0,1.0,5.0,10.0,1.0,2.0,3.69,0.03,2.89,83.92,9.47,Região Plana - Confortável para caminhar,1062.0,LINHA003,ESTACAO003
532,225,360,1974,13,1211590,2497,BAIRRO002,7333.2,137,1,3,3,2489,6281,1265182,14.0,9.0,1.0,5.0,10.0,1.0,2.0,3.69,0.03,2.89,83.92,9.47,Região Plana - Confortável para caminhar,1070.0,LINHA003,ESTACAO003
532,138,400,1976,11,678079,2139,BAIRRO002,3398.25,76,1,2,2,1302,4736,807343,14.0,9.0,1.0,5.0,10.0,1.0,2.0,3.69,0.03,2.89,83.92,9.47,Região Plana - Confortável para caminhar,1083.0,LINHA003,ESTACAO003
532,177,400,1976,11,883104,2139,BAIRRO002,4701.67,103,1,3,2,1765,6419,1086790,14.0,9.0,1.0,5.0,10.0,1.0,2.0,3.69,0.03,2.89,83.92,9.47,Região Plana - Confortável para caminhar,1083.0,LINHA003,ESTACAO003
939,453,672,2008,19,3293540,3092,BAIRRO002,25979.0,216,4,4,6,4916,11974,3175914,14.0,8.0,1.0,5.0,8.0,1.0,2.0,10.99,0.0,2.73,74.99,11.29,Região Plana - Confortável para caminhar,1100.0,LINHA003,ESTACAO003
939,1064,672,2008,19,8725450,3599,BAIRRO002,79007.4,740,5,4,7,16842,41022,9286372,14.0,8.0,1.0,5.0,8.0,1.0,2.0,10.99,0.0,2.73,74.99,11.29,Região Plana - Confortável para caminhar,1100.0,LINHA003,ESTACAO003
1456,506,700,1975,22,2371600,3092,BAIRRO002,18087.7,402,3,4,3,4382,11076,5142478,13.0,8.0,1.0,5.0,9.0,1.0,2.0,3.69,0.03,2.89,83.92,9.47,Região Plana - Confortável para caminhar,1107.0,LINHA003,ESTACAO003
1456,689,700,1975,22,3674400,3599,BAIRRO002,31549.7,533,3,4,3,5810,14685,7077809,13.0,8.0,1.0,5.0,9.0,1.0,2.0,3.69,0.03,2.89,83.92,9.47,Região Plana - Confortável para caminhar,1107.0,LINHA003,ESTACAO003
944,293,478,1970,12,1332560,2497,BAIRRO002,8360.17,219,2,4,4,1931,7866,2496000,14.0,9.0,1.0,5.0,8.0,1.0,2.0,10.99,0.0,2.73,74.99,11.29,Região Plana - Confortável para caminhar,1115.0,LINHA003,ESTACAO003
1225,295,509,1964,15,1348270,2497,BAIRRO002,8946.34,249,1,3,2,2722,7706,2448344,13.0,9.0,1.0,5.0,8.0,1.0,2.0,10.99,0.0,2.73,74.99,11.29,Região Plana - Confortável para caminhar,1133.0,LINHA003,ESTACAO003
1225,395,509,1964,15,1752970,2497,BAIRRO002,12282.9,324,1,3,4,3542,10027,3295653,13.0,9.0,1.0,5.0,8.0,1.0,2.0,10.99,0.0,2.73,74.99,11.29,Região Plana - Confortável para caminhar,1133.0,LINHA003,ESTACAO003
532,135,400,1971,13,550053,2139,BAIRRO002,2669.8,95,1,2,3,1500,6000,643556,13.0,8.0,1.0,6.0,8.0,1.0,2.0,3.69,0.03,2.89,83.92,9.47,Região Plana - Confortável para caminhar,1145.0,LINHA003,ESTACAO003
532,188,400,1971,13,767491,2139,BAIRRO002,4067.94,125,1,2,2,1974,7895,1240868,13.0,8.0,1.0,6.0,8.0,1.0,2.0,3.69,0.03,2.89,83.92,9.47,Região Plana - Confortável para caminhar,1145.0,LINHA003,ESTACAO003
863,239,478,1973,16,1125650,2497,BAIRRO002,6755.82,161,1,3,3,2020,7490,806747,12.0,7.0,1.0,4.0,8.0,1.0,2.0,10.99,0.0,2.73,74.99,11.29,Região Plana - Confortável para caminhar,1161.0,LINHA003,ESTACAO003
863,323,478,1973,16,1533100,2497,BAIRRO002,9919.97,204,1,3,2,2560,9490,2784065,12.0,7.0,1.0,4.0,8.0,1.0,2.0,10.99,0.0,2.73,74.99,11.29,Região Plana - Confortável para caminhar,1161.0,LINHA003,ESTACAO003
1495,263,642,1964,14,976622,2139,BAIRRO002,5622.34,160,2,3,4,1300,8608,1838228,11.0,6.0,1.0,2.0,7.0,1.0,2.0,2.72,0.0,2.07,83.05,12.16,Região Plana - Confortável para caminhar,1201.0,LINHA003,ESTACAO003
1495,344,642,1964,14,1480870,2497,BAIRRO002,9971.33,220,2,3,3,1788,11836,3437500,11.0,6.0,1.0,2.0,7.0,1.0,2.0,2.72,0.0,2.07,83.05,12.16,Região Plana - Confortável para caminhar,1201.0,LINHA003,ESTACAO003
1377,333,307,1980,18,2042420,2497,BAIRRO002,13894.8,275,3,3,5,5000,11397,4800000,11.0,5.0,1.0,2.0,7.0,1.0,2.0,2.99,0.05,2.21,89.62,5.13,Região Plana - Confortável para caminhar,1220.0,LINHA003,ESTACAO003
1377,705,307,1980,18,4816370,3599,BAIRRO002,41143.9,406,6,4,5,7382,16826,7677091,11.0,5.0,1.0,2.0,7.0,1.0,2.0,2.99,0.05,2.21,89.62,5.13,Região Plana - Confortável para caminhar,1220.0,LINHA003,ESTACAO003
741,94,453,1958,12,285950,2139,BAIRRO002,191.889,85,0,2,2,976,3300,834022,9.0,5.0,1.0,3.0,7.0,1.0,2.0,2.99,0.05,2.21,89.62,5.13,Região Plana - Confortável para caminhar,1241.0,LINHA003,ESTACAO003
741,147,453,1958,12,447821,2139,BAIRRO002,2311.42,123,1,2,2,1412,4775,1316432,9.0,5.0,1.0,3.0,7.0,1.0,2.0,2.99,0.05,2.21,89.62,5.13,Região Plana - Confortável para caminhar,1241.0,LINHA003,ESTACAO003
1450,451,219,1991,15,2402390,3092,BAIRRO003,19139.7,199,3,4,4,3481,8352,1572038,7.0,2.0,2.0,4.0,11.0,0.0,0.0,2.8,0.31,2.08,85.77,9.05,Região com ruas íngremes,1800.0,LINHA004,ESTACAO004
1450,801,219,1991,15,4701460,3599,BAIRRO003,42438.8,391,4,5,6,6840,16410,4043592,7.0,2.0,2.0,4.0,11.0,0.0,0.0,2.8,0.31,2.08,85.77,9.05,Região com ruas íngremes,1800.0,LINHA004,ESTACAO004
1600,599,1227,2008,20,3615200,3092,BAIRRO003,30041.0,352,5,4,6,4642,12740,5579251,8.0,3.0,2.0,4.0,11.0,0.0,0.0,2.8,0.31,2.08,85.77,9.05,Região com ruas íngremes,1819.0,LINHA004,ESTACAO004
1600,837,1227,2008,20,5872460,3599,BAIRRO003,53529.1,641,5,4,5,8453,23200,10159943,8.0,3.0,2.0,4.0,11.0,0.0,0.0,2.8,0.31,2.08,85.77,9.05,Região com ruas íngremes,1819.0,LINHA004,ESTACAO004
801,137,300,1982,12,583188,2139,BAIRRO003,2988.71,68,1,2,2,1843,2070,630903,14.0,7.0,2.0,5.0,17.0,0.0,0.0,4.06,0.0,1.87,91.58,2.49,Região com leve declive,1881.0,LINHA004,ESTACAO004
1200,121,293,1989,21,486978,2139,BAIRRO003,2351.19,67,1,2,2,853,4944,703946,16.0,7.0,3.0,5.0,18.0,0.0,2.0,4.06,0.0,1.87,91.58,2.49,Região com leve declive,1911.0,LINHA004,ESTACAO004
1200,222,293,1989,21,826262,2139,BAIRRO003,4546.9,130,2,3,2,1655,9593,1176844,16.0,7.0,3.0,5.0,18.0,0.0,2.0,4.06,0.0,1.87,91.58,2.49,Região com leve declive,1911.0,LINHA004,ESTACAO004
1269,277,889,2006,21,1380480,2497,BAIRRO003,8839.04,158,3,3,2,1530,6260,1874551,17.0,7.0,3.0,6.0,19.0,0.0,2.0,3.38,0.0,2.66,92.44,1.52,Áreas planas ou com declividades muito suaves,1936.0,LINHA004,ESTACAO004
1269,316,889,2006,21,1550630,2497,BAIRRO003,10230.5,170,3,3,4,1646,6735,2570323,17.0,7.0,3.0,6.0,19.0,0.0,2.0,3.38,0.0,2.66,92.44,1.52,Áreas planas ou com declividades muito suaves,1936.0,LINHA004,ESTACAO004
1200,416,1110,1984,14,2158650,3092,BAIRRO003,16682.1,193,3,4,4,2810,9451,1529412,18.0,8.0,3.0,6.0,21.0,0.0,2.0,1.96,0.1,3.15,90.88,3.9,Região com ruas íngremes,1921.0,LINHA004,ESTACAO004
1200,608,1110,1984,14,3195880,3599,BAIRRO003,28615.6,358,3,4,5,5212,17531,3536156,18.0,8.0,3.0,6.0,21.0,0.0,2.0,1.96,0.1,3.15,90.88,3.9,Região com ruas íngremes,1921.0,LINHA004,ESTACAO004
1090,61,277,1984,18,231638,2139,BAIRRO003,1007.4,42,1,1,1,835,2328,396685,20.0,8.0,3.0,8.0,23.0,0.0,2.0,3.43,0.0,1.91,92.78,1.89,Áreas planas ou com declividades muito suaves,1957.0,LINHA004,ESTACAO004
1200,332,297,1985,14,1838560,2497,BAIRRO003,12449.6,184,3,3,4,2859,8071,1642382,17.0,8.0,3.0,8.0,21.0,0.0,2.0,1.6,0.0,4.78,88.67,4.95,Região com leve declive,1942.0,LINHA004,ESTACAO004
1200,301,297,1985,14,1823630,2497,BAIRRO003,12151.1,230,3,4,4,3574,10089,1731998,17.0,8.0,3.0,8.0,21.0,0.0,2.0,1.6,0.0,4.78,88.67,4.95,Região com leve declive,1942.0,LINHA004,ESTACAO004
1680,454,1465,1997,22,2429370,3092,BAIRRO003,19423.6,255,4,4,4,3080,12930,3214436,19.0,9.0,3.0,8.0,23.0,0.0,2.0,1.6,0.0,4.78,88.67,4.95,Região com leve declive,1971.0,LINHA004,ESTACAO004
1680,1056,1465,1997,22,6057880,3599,BAIRRO003,58025.9,652,8,5,6,7875,33060,9224593,19.0,9.0,3.0,8.0,23.0,0.0,2.0,1.6,0.0,4.78,88.67,4.95,Região com leve declive,1971.0,LINHA004,ESTACAO004
1000,376,929,2011,23,2038840,3092,BAIRRO003,15798.6,214,4,4,4,2500,10000,3300000,20.0,10.0,3.0,8.0,24.0,0.0,3.0,4.05,0.0,2.42,90.4,3.13,Áreas planas ou com declividades muito suaves,1998.0,LINHA004,ESTACAO004
1000,403,929,2011,23,2173520,3092,BAIRRO003,17150.4,220,4,4,5,2570,10280,3141682,20.0,10.0,3.0,8.0,24.0,0.0,3.0,4.05,0.0,2.42,90.4,3.13,Áreas planas ou com declividades muito suaves,1998.0,LINHA004,ESTACAO004
666,178,209,2005,15,804988,2139,BAIRRO003,4256.97,105,2,2,4,1700,6241,1230282,20.0,10.0,3.0,8.0,26.0,0.0,3.0,4.05,0.0,2.42,90.4,3.13,Áreas planas ou com declividades muito suaves,1639.0,LINHA005,ESTACAO005
666,248,209,2005,15,1158280,2139,BAIRRO003,6544.01,115,3,3,3,1862,6835,1562849,20.0,10.0,3.0,8.0,26.0,0.0,3.0,4.05,0.0,2.42,90.4,3.13,Áreas planas ou com declividades muito suaves,1639.0,LINHA005,ESTACAO005
1600,384,1397,1991,17,2206700,3092,BAIRRO003,16940.4,214,4,3,4,3882,10293,1850593,19.0,9.0,3.0,8.0,24.0,0.0,3.0,1.88,0.0,3.25,90.94,3.93,Áreas planas ou com declividades muito suaves,1699.0,LINHA005,ESTACAO005
1600,613,1397,1991,17,3733570,3599,BAIRRO003,33435.3,362,3,4,3,6567,17412,4983934,19.0,9.0,3.0,8.0,24.0,0.0,3.0,1.88,0.0,3.25,90.94,3.93,Áreas planas ou com declividades muito suaves,1699.0,LINHA005,ESTACAO005
1604,135,408,1985,19,490108,2139,BAIRRO003,2469.78,82,1,2,2,805,3360,665912,19.0,11.0,3.0,10.0,30.0,0.0,3.0,4.79,0.0,3.04,85.65,6.51,Região Plana - Confortável para caminhar,1730.0,LINHA005,ESTACAO005
1604,249,408,1985,19,832462,2139,BAIRRO003,4796.68,158,2,3,3,1551,6474,1378352,19.0,11.0,3.0,10.0,30.0,0.0,3.0,4.79,0.0,3.04,85.65,6.51,Região Plana - Confortável para caminhar,1730.0,LINHA005,ESTACAO005
1600,326,1343,1992,22,1647150,3092,BAIRRO003,11973.9,187,3,4,2,1994,9911,1490267,18.0,10.0,3.0,10.0,36.0,0.0,4.0,5.34,0.09,3.24,85.01,6.32,Região Plana - Confortável para caminhar,1793.0,LINHA005,ESTACAO005
1600,402,1343,1992,22,2049470,3092,BAIRRO003,15528.8,252,2,4,3,2687,13356,2664116,18.0,10.0,3.0,10.0,36.0,0.0,4.0,5.34,0.09,3.24,85.01,6.32,Região Plana - Confortável para caminhar,1793.0,LINHA005,ESTACAO005
1000,257,296,1985,15,1015870,2497,BAIRRO003,6580.88,135,2,3,3,1408,5000,1044971,21.0,12.0,1.0,7.0,35.0,0.0,5.0,5.34,0.09,3.24,85.01,6.32,Região Plana - Confortável para caminhar,1850.0,LINHA005,ESTACAO005
1000,467,296,1985,15,2048280,3092,BAIRRO003,16189.1,274,3,4,5,2858,10148,2702389,21.0,12.0,1.0,7.0,35.0,0.0,5.0,5.34,0.09,3.24,85.01,6.32,Região Plana - Confortável para caminhar,1850.0,LINHA005,ESTACAO005
800,316,199,1988,10,1487980,2497,BAIRRO003,10103.5,184,3,2,4,2699,6671,1666031,21.0,9.0,1.0,7.0,34.0,0.0,3.0,2.24,0.06,2.59,92.95,2.17,Áreas planas ou com declividades muito suaves,1925.0,LINHA005,ESTACAO005
800,516,199,1988,10,2524250,3092,BAIRRO003,20246.7,342,3,3,5,5017,12399,3008536,21.0,9.0,1.0,7.0,34.0,0.0,3.0,2.24,0.06,2.59,92.95,2.17,Áreas planas ou com declividades muito suaves,1925.0,LINHA005,ESTACAO005
800,218,703,2005,12,977657,2139,BAIRRO003,5472.47,87,2,2,2,1549,5205,949704,18.0,8.0,1.0,7.0,37.0,0.0,3.0,2.24,0.06,2.59,92.95,2.17,Áreas planas ou com declividades muito suaves,1954.0,LINHA005,ESTACAO005
1600,332,1263,2001,20,1522870,2497,BAIRRO003,10608.8,195,3,4,4,2525,11000,1777923,21.0,10.0,2.0,5.0,38.0,0.0,3.0,2.39,0.14,3.48,90.91,3.07,Áreas planas ou com declividades muito suaves,1657.0,LINHA005,ESTACAO006
1600,180,1403,1991,16,880665,3092,BAIRRO003,5655.31,112,2,3,2,1168,4660,938607,19.0,11.0,3.0,5.0,41.0,0.0,3.0,4.72,0.15,2.04,90.88,2.2,Região Plana - Confortável para caminhar,1690.0,LINHA005,ESTACAO006
1600,312,1403,1991,16,1486210,3092,BAIRRO003,10884.6,206,2,3,4,2148,8571,1739205,19.0,11.0,3.0,5.0,41.0,0.0,3.0,4.72,0.15,2.04,90.88,2.2,Região Plana - Confortável para caminhar,1690.0,LINHA005,ESTACAO006
2400,142,938,1976,14,455227,2139,BAIRRO003,1577.58,92,1,3,2,920,2711,665053,15.0,8.0,3.0,6.0,41.0,0.0,1.0,4.45,0.0,2.41,86.51,6.63,Região Plana - Confortável para caminhar,1801.0,LINHA005,ESTACAO006
2400,168,938,1976,14,540264,2139,BAIRRO003,2773.5,115,1,3,2,1150,3389,640775,15.0,8.0,3.0,6.0,41.0,0.0,1.0,4.45,0.0,2.41,86.51,6.63,Região Plana - Confortável para caminhar,1801.0,LINHA005,ESTACAO006
1200,394,1058,1989,14,2221350,3092,BAIRRO003,17059.4,208,4,3,5,3164,8405,1556081,16.0,7.0,3.0,6.0,41.0,0.0,1.0,2.87,0.08,3.43,90.35,3.28,Áreas planas ou com declividades muito suaves,1798.0,LINHA005,ESTACAO006
1262,432,230,1988,13,2392560,3092,BAIRRO003,19449.1,216,4,3,5,3678,7478,1555299,15.0,7.0,3.0,6.0,42.0,0.0,1.0,2.87,0.08,3.43,90.35,3.28,Áreas planas ou com declividades muito suaves,1816.0,LINHA005,ESTACAO006
1105,304,350,1988,15,1157250,2497,BAIRRO003,7887.8,170,2,3,3,1843,7214,1371501,15.0,8.0,3.0,8.0,44.0,0.0,1.0,7.11,0.36,4.67,79.41,8.45,Região Plana - Confortável para caminhar,1913.0,LINHA005,ESTACAO006
1105,374,350,1988,15,1392440,2497,BAIRRO003,9946.25,338,4,3,6,3664,14343,2583333,15.0,8.0,3.0,8.0,44.0,0.0,1.0,7.11,0.36,4.67,79.41,8.45,Região Plana - Confortável para caminhar,1913.0,LINHA005,ESTACAO006
1120,164,908,2008,12,646215,2139,BAIRRO003,3400.14,86,2,3,2,875,3398,840407,9.0,7.0,3.0,9.0,29.0,0.0,1.0,11.64,1.13,4.76,70.01,12.47,Região Plana - Confortável para caminhar,1130.0,LINHA005,ESTACAO007
1120,269,908,2008,12,1039970,2139,BAIRRO003,6014.98,159,2,3,3,1618,6282,1842440,9.0,7.0,3.0,9.0,29.0,0.0,1.0,11.64,1.13,4.76,70.01,12.47,Região Plana - Confortável para caminhar,1130.0,LINHA005,ESTACAO007
910,422,674,1999,14,2484820,3092,BAIRRO003,19268.4,260,4,4,4,3467,10208,2497628,9.0,2.0,2.0,4.0,10.0,0.0,0.0,5.0,0.0,1.01,83.08,10.92,Região com leve declive,1891.0,LINHA004,ESTACAO004
910,650,674,1999,14,4380040,3599,BAIRRO003,38854.7,521,5,5,6,6947,20455,5521797,9.0,2.0,2.0,4.0,10.0,0.0,0.0,5.0,0.0,1.01,83.08,10.92,Região com leve declive,1891.0,LINHA004,ESTACAO004
1806,647,1000,1994,17,3775180,3599,BAIRRO003,34470.3,357,4,4,6,3800,10556,4991038,12.0,5.0,2.0,5.0,14.0,0.0,0.0,9.36,0.14,1.91,80.41,8.18,Áreas planas ou com declividades muito suaves,1954.0,LINHA004,ESTACAO004
1806,1221,1000,1994,17,6627530,3599,BAIRRO003,64538.5,725,5,4,6,7717,21437,11185792,12.0,5.0,2.0,5.0,14.0,0.0,0.0,9.36,0.14,1.91,80.41,8.18,Áreas planas ou com declividades muito suaves,1954.0,LINHA004,ESTACAO004
800,407,743,2001,15,2120010,3092,BAIRRO003,16640.1,215,3,4,6,3022,8613,2320000,11.0,4.0,2.0,4.0,13.0,0.0,0.0,5.14,0.13,0.86,87.75,6.12,Região com leve declive,1910.0,LINHA004,ESTACAO004
1314,314,208,1987,14,1740870,2497,BAIRRO003,12933.5,198,4,4,5,2944,8889,1635255,14.0,5.0,2.0,5.0,15.0,0.0,0.0,5.14,0.13,0.86,87.75,6.12,Região com leve declive,1934.0,LINHA004,ESTACAO004
1314,549,208,1987,14,3191760,3092,BAIRRO003,27430.1,368,5,5,4,5472,16521,3651327,14.0,5.0,2.0,5.0,15.0,0.0,0.0,5.14,0.13,0.86,87.75,6.12,Região com leve declive,1934.0,LINHA004,ESTACAO004
1094,406,271,1982,11,2272230,3092,BAIRRO003,16864.4,210,4,3,4,3000,8054,1514475,14.0,5.0,2.0,6.0,16.0,0.0,0.0,9.36,0.14,1.91,80.41,8.18,Áreas planas ou com declividades muito suaves,1957.0,LINHA004,ESTACAO004
600,352,264,1988,11,1720710,2497,BAIRRO003,11533.9,179,3,3,5,2187,6544,1477669,14.0,6.0,2.0,5.0,17.0,0.0,1.0,4.06,0.0,1.87,91.58,2.49,Região com leve declive,1951.0,LINHA004,ESTACAO004
600,565,264,1988,11,2704720,2497,BAIRRO003,20115.6,344,3,4,5,4203,12576,3344445,14.0,6.0,2.0,5.0,17.0,0.0,1.0,4.06,0.0,1.87,91.58,2.49,Região com leve declive,1951.0,LINHA004,ESTACAO004
2594,336,556,1988,24,1515910,2497,BAIRRO003,10692.9,216,2,4,5,2279,12000,2148214,16.0,8.0,3.0,8.0,20.0,0.0,2.0,7.51,0.0,2.84,81.73,7.91,Região Plana - Confortável para caminhar,1989.0,LINHA004,ESTACAO004
2594,768,556,1988,24,4121650,3599,BAIRRO003,37376.7,540,4,4,8,5698,30000,4746429,16.0,8.0,3.0,8.0,20.0,0.0,2.0,7.51,0.0,2.84,81.73,7.91,Região Plana - Confortável para caminhar,1989.0,LINHA004,ESTACAO004
1400,292,1291,1996,20,1249060,2497,BAIRRO003,8436.21,149,3,3,5,1837,7957,1282122,17.0,7.0,3.0,7.0,19.0,0.0,2.0,4.06,0.0,1.87,91.58,2.49,Região com leve declive,1971.0,LINHA004,ESTACAO004
1400,784,1291,1996,20,4176740,3599,BAIRRO003,38864.0,550,6,4,6,6781,29371,6581668,17.0,7.0,3.0,7.0,19.0,0.0,2.0,4.06,0.0,1.87,91.58,2.49,Região com leve declive,1971.0,LINHA004,ESTACAO004
480,111,250,1972,9,452746,2139,BAIRRO003,1540.61,85,1,2,2,961,3950,619218,21.0,9.0,3.0,8.0,27.0,0.0,3.0,6.02,0.0,3.57,82.63,7.77,Região Plana - Confortável para caminhar,1508.0,LINHA005,ESTACAO005
1000,108,267,1982,16,355419,2139,BAIRRO003,1016.79,60,1,2,1,1045,2500,503549,21.0,9.0,3.0,8.0,29.0,0.0,3.0,6.02,0.0,3.57,82.63,7.77,Região Plana - Confortável para caminhar,1531.0,LINHA005,ESTACAO005
2374,273,1835,2005,22,1407520,2497,BAIRRO003,8984.22,160,3,3,4,1583,7478,1895663,20.0,8.0,3.0,8.0,28.0,0.0,3.0,3.43,0.0,1.91,92.78,1.89,Áreas planas ou com declividades muito suaves,1541.0,LINHA005,ESTACAO005
2374,318,1835,2005,22,1651060,2497,BAIRRO003,10866.3,161,3,3,3,1593,7525,1867792,20.0,8.0,3.0,8.0,28.0,0.0,3.0,3.43,0.0,1.91,92.78,1.89,Áreas planas ou com declividades muito suaves,1541.0,LINHA005,ESTACAO005
989,189,722,1997,20,800226,2139,BAIRRO003,4278.25,106,2,4,3,1550,4858,1002239,22.0,14.0,3.0,12.0,31.0,0.0,3.0,8.61,0.0,4.34,80.94,6.11,Região Plana - Confortável para caminhar,1616.0,LINHA005,ESTACAO005
2571,189,585,1999,24,967712,2497,BAIRRO003,6028.57,135,2,3,3,1663,7795,1062272,22.0,11.0,3.0,10.0,28.0,0.0,3.0,4.05,0.0,2.42,90.4,3.13,Áreas planas ou com declividades muito suaves,1655.0,LINHA005,ESTACAO005
2571,297,585,1999,24,1530840,2497,BAIRRO003,10666.1,272,3,4,5,3351,15705,3600000,22.0,11.0,3.0,10.0,28.0,0.0,3.0,4.05,0.0,2.42,90.4,3.13,Áreas planas ou com declividades muito suaves,1655.0,LINHA005,ESTACAO005
800,333,220,1987,17,1394380,2497,BAIRRO003,9729.84,194,2,4,4,2901,7802,1624646,20.0,13.0,3.0,11.0,31.0,0.0,4.0,4.79,0.0,3.04,85.65,6.51,Região Plana - Confortável para caminhar,1721.0,LINHA005,ESTACAO005
800,606,220,1987,17,3039570,3599,BAIRRO003,27100.2,393,3,4,5,5877,15805,3911429,20.0,13.0,3.0,11.0,31.0,0.0,4.0,4.79,0.0,3.04,85.65,6.51,Região Plana - Confortável para caminhar,1721.0,LINHA005,ESTACAO005
850,337,224,1989,16,1619960,3092,BAIRRO003,11955.5,216,2,3,5,3129,8956,1704259,21.0,13.0,3.0,10.0,33.0,0.0,4.0,4.79,0.0,3.04,85.65,6.51,Região Plana - Confortável para caminhar,1733.0,LINHA005,ESTACAO005
850,615,224,1989,16,3173810,3599,BAIRRO003,28515.3,417,4,4,4,6041,17290,1692308,21.0,13.0,3.0,10.0,33.0,0.0,4.0,4.79,0.0,3.04,85.65,6.51,Região Plana - Confortável para caminhar,1733.0,LINHA005,ESTACAO005
1600,194,1400,1996,17,843021,2497,BAIRRO003,5207.62,108,2,3,4,1250,6747,997732,22.0,14.0,3.0,11.0,30.0,0.0,4.0,6.47,0.0,3.76,83.93,5.84,Região Plana - Confortável para caminhar,1743.0,LINHA005,ESTACAO005
1600,341,1400,1996,17,1681330,3092,BAIRRO003,12545.6,205,3,3,5,2373,12807,2032123,22.0,14.0,3.0,11.0,30.0,0.0,4.0,6.47,0.0,3.76,83.93,5.84,Região Plana - Confortável para caminhar,1743.0,LINHA005,ESTACAO005
675,288,495,1985,14,1169990,2497,BAIRRO003,7841.04,173,2,4,3,2299,6877,1401972,22.0,13.0,3.0,10.0,34.0,0.0,4.0,4.79,0.0,3.04,85.65,6.51,Região Plana - Confortável para caminhar,1761.0,LINHA005,ESTACAO005
675,515,495,1985,14,2379150,3092,BAIRRO003,19265.9,324,1,4,3,4306,12879,2130000,22.0,13.0,3.0,10.0,34.0,0.0,4.0,4.79,0.0,3.04,85.65,6.51,Região Plana - Confortável para caminhar,1761.0,LINHA005,ESTACAO005
2000,331,1542,2017,26,1938130,3092,BAIRRO003,14126.7,229,4,3,5,2195,13586,3336565,22.0,11.0,2.0,7.0,41.0,0.0,4.0,5.34,0.09,3.24,85.01,6.32,Região Plana - Confortável para caminhar,1838.0,LINHA005,ESTACAO005
2000,433,1542,2017,26,2485310,3092,BAIRRO003,19417.7,313,4,3,4,3000,18570,4539775,22.0,11.0,2.0,7.0,41.0,0.0,4.0,5.34,0.09,3.24,85.01,6.32,Região Plana - Confortável para caminhar,1838.0,LINHA005,ESTACAO005
910,361,848,1990,22,1677240,3092,BAIRRO003,12717.9,177,3,4,4,2767,7418,1529456,24.0,13.0,2.0,7.0,41.0,0.0,5.0,8.19,0.05,2.16,86.83,2.77,Região Plana - Confortável para caminhar,1870.0,LINHA005,ESTACAO005
944,216,283,1989,16,915681,2497,BAIRRO003,5710.96,112,2,3,3,1600,5000,983319,24.0,12.0,1.0,7.0,41.0,0.0,5.0,8.19,0.05,2.16,86.83,2.77,Região Plana - Confortável para caminhar,1883.0,LINHA005,ESTACAO005
944,369,283,1989,16,1515720,2497,BAIRRO003,10745.4,207,3,3,4,2957,9241,1968723,24.0,12.0,1.0,7.0,41.0,0.0,5.0,8.19,0.05,2.16,86.83,2.77,Região Plana - Confortável para caminhar,1883.0,LINHA005,ESTACAO005
1200,304,371,1987,15,1331810,2497,BAIRRO003,8906.38,180,2,3,4,2090,6389,1313247,24.0,12.0,1.0,8.0,42.0,0.0,5.0,5.34,0.09,3.24,85.01,6.32,Região Plana - Confortável para caminhar,1887.0,LINHA005,ESTACAO005
1200,318,371,1987,15,1383570,2497,BAIRRO003,9346.19,188,2,3,3,2183,6673,1480265,24.0,12.0,1.0,8.0,42.0,0.0,5.0,5.34,0.09,3.24,85.01,6.32,Região Plana - Confortável para caminhar,1887.0,LINHA005,ESTACAO005
800,121,241,1976,14,464233,2139,BAIRRO003,1605.96,87,1,1,2,1225,3756,648627,23.0,12.0,1.0,8.0,43.0,0.0,4.0,4.37,0.03,2.03,88.85,4.73,Região Plana - Confortável para caminhar,1981.0,LINHA005,ESTACAO005
760,238,244,1990,14,942178,2497,BAIRRO003,6029.48,121,2,3,4,1870,5099,1015550,23.0,13.0,2.0,8.0,44.0,0.0,4.0,5.48,0.05,2.27,86.12,6.09,Região Plana - Confortável para caminhar,1586.0,LINHA005,ESTACAO006
760,433,244,1990,14,1961540,3092,BAIRRO003,15409.9,250,3,3,4,3864,10535,992938,23.0,13.0,2.0,8.0,44.0,0.0,4.0,5.48,0.05,2.27,86.12,6.09,Região Plana - Confortável para caminhar,1586.0,LINHA005,ESTACAO006
800,114,278,1979,9,467919,2139,BAIRRO003,1597.56,60,1,2,2,750,2509,473576,23.0,15.0,3.0,7.0,46.0,0.0,4.0,4.72,0.15,2.04,90.88,2.2,Região Plana - Confortável para caminhar,1637.0,LINHA005,ESTACAO006
